,S&P 500,iShares Global Tech ETF,iShares Global Healthcare ETF,FTSE 100,ESTX 50 PR.EUR,Nikkei 225,iShares MSCI Emerging Markets ETF,U.S. Treasury Bond Futures,ASI Asia Pacific ex-Japan Tracker Fund,Alphabet Inc.,Facebook Inc.,Microsoft Corporation,Snap Inc.,Spotify Technology S.A.,"Netflix, Inc.",Apple Inc.,"Datadog, Inc",MSCI World ESG Leaders,Lyxor Core FTSE Actuaries UK Gilts 0-5Y,Backtested strategy
2021-03-24,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.005583305861449752,-0.0002308832741524776,-0.000876370972088718,-0.00026769859997912256,-0.005157437715503438,-0.0009674517849448321,-0.001601229122732324,-0.0005998062292518621,-0.0013772441323762828,-0.0,-0.0,-0.01666142769247881
2021-03-25,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0035676788849527113,-2.053946513382675e-05,-0.00036152528736485887,-0.0003975208391257745,0.0010690976386786679,-0.00046969090585175313,-0.002067934135754922,0.00012490655814084028,-0.0011075559658489797,0.0,0.0,-0.006798441287213319
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.003250489103714266,-0.00025856314988066486,0.00046064423694641254,0.000534561934800859,0.00022174440602518392,0.0007870234711434714,0.0006192582175869126,0.00015424088804149672,0.0007781749098345303,0.0,-0.0,0.006547574018212468
2021-03-29,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0011712256245252257,0.0006013087785017024,0.0008267986329403686,-0.0001573081340975535,-0.002360462864330503,-0.0010011100322009424,0.0006967846591784781,4.455190961833287e-05,-0.0012143479734170136,-0.0,-0.0,-0.003735010648332356
2021-03-30,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.006425128060499576,-1.196270359514542e-05,-0.00029090230370567015,-0.0004323230806073097,4.841759091875138e-05,0.0006057254155844357,-6.537565716593475e-05,-0.0003682352101771069,0.0001285054500453575,-0.0,-0.0,0.006038977561796954
2021-03-31,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0027116433614815475,0.00038208481516079583,0.0006802082291666678,0.0005072234111397122,0.0032412819097398173,0.0011944596150946848,0.0009665117402489408,0.0005629709670481204,0.002314847913344402,0.0,-0.0,0.007137945239461594
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007612345660448487,0.002004808608927422,0.00042067073106532237,0.0008372578952177889,0.0025243843273470017,0.0005765994155003321,0.002042711053814381,0.0002087578859907333,0.0013894892675540781,0.0,0.0,0.017617024845865546
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.002464274546701229,0.001029598861185308,0.0008318552412125446,-0.00041842648175177444,2.1967996631043306e-05,0.00013903822973492842,0.0007073201360361519,-0.0013623850239352642,0.0,0.0,0.0034132435058141656
2021-04-06,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0018680007120571722,-2.156902279881348e-05,-0.00025735592557889485,-0.00014574266986719153,0.0030715208957882005,0.0009923170597834238,0.00042836252390513,7.386670268385259e-05,0.0020362810436396228,0.0,0.0,0.008045681319612502
2021-04-07,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0010409791450415955,0.0006723433698660436,0.0006690379850767969,0.00024691243979844344,0.0035337541305483313,-0.00023269838159464603,0.0002710551323062185,0.0004017125600377665,-0.0007728656853736737,0.0,0.0,0.005830230695706875
2021-04-08,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.004704403159710573,0.00042032669694980386,-6.708007367949298e-06,0.0004021603800249296,0.0029586594496403026,8.45983956951469e-05,0.0008325593254187296,0.000577010663655661,0.000595843662721558,0.0,0.0,0.010568853726448757
2021-04-09,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.002009864272575295,0.0005413502654981965,-5.367050217358393e-05,0.0003079993127392977,6.645474528118091e-05,-0.00018580372937494817,7.897662803755092e-05,0.0006075484663092376,0.00016304449728261392,0.0,-0.0,-0.0004839645889757494
2021-04-12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01024317594995085,-0.0008160492788937044,-8.832958073022423e-05,7.0342657929423065e-06,-0.0007871038347279913,-0.0002460610214247175,-0.0002733574752392932,-0.00039698901967358946,0.0005608094405131947,-0.0,0.0,-0.012283222454334233
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004481823774554677,0.0003320924977928593,-0.0001714064597077125,0.00030244996601612727,0.0,0.0017561652664313482,0.00010310983871522179,0.0007291931917127657,0.0012436436131289352,0.0,0.0,0.00877707168864422
